"minute","second","possession","under_pressure","possession_team.id","possession_team.name","play_pattern.id","play_pattern.name","team.id","team.name","player.id","player.name","position.id","position.name","dribble.nutmeg","dribble.no_touch","dribble.outcome.id","dribble.outcome.name","match_id","dribble.overrun","location_x","location_y"
26,52,45,TRUE,771,"France",4,"From Throw In",771,"France",5477,"Ousmane Dembélé",17,"Right Wing",NA,NA,8,"Complete",3942752,NA,"102.2","67.1"
29,54,48,TRUE,772,"Spain",7,"From Goal Kick",772,"Spain",16532,"Daniel Olmo Carvajal",19,"Center Attacking Midfield",NA,NA,9,"Incomplete",3942752,NA,"101.4","51.4"
30,6,48,TRUE,772,"Spain",7,"From Goal Kick",771,"France",3009,"Kylian Mbappé Lottin",21,"Left Wing",NA,NA,9,"Incomplete",3942752,NA,"99.7","22"
42,28,63,TRUE,771,"France",1,"Regular Play",771,"France",3026,"Adrien Rabiot",15,"Left Center Midfield",NA,NA,8,"Complete",3942752,NA,"42.9","54.9"
42,37,63,TRUE,771,"France",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",NA,NA,9,"Incomplete",3942752,NA,"94.5","6.3"
44,42,66,TRUE,772,"Spain",4,"From Throw In",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",NA,NA,9,"Incomplete",3942752,NA,"73.4","5.8"
45,57,72,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,9,"Incomplete",3942752,NA,"91.9","9"
53,27,87,TRUE,772,"Spain",8,"From Keeper",772,"Spain",6821,"Jesús Navas González",2,"Right Back",NA,NA,9,"Incomplete",3942752,NA,"105.9","68"
59,10,99,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",TRUE,NA,9,"Incomplete",3942752,NA,"88.6","8.3"
59,24,99,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",NA,NA,9,"Incomplete",3942752,NA,"68.1","4.8"
63,49,105,TRUE,772,"Spain",4,"From Throw In",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",NA,NA,9,"Incomplete",3942752,NA,"68.1","19.8"
68,19,110,TRUE,771,"France",1,"Regular Play",771,"France",5477,"Ousmane Dembélé",17,"Right Wing",NA,NA,9,"Incomplete",3942752,NA,"93.6","51.3"
70,6,113,TRUE,771,"France",6,"From Counter",771,"France",39420,"Bradley Barcola",21,"Left Wing",NA,NA,8,"Complete",3942752,NA,"99","16.4"
70,13,114,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",11,"Left Defensive Midfield",NA,NA,9,"Incomplete",3942752,NA,"14.7","29.8"
72,16,118,TRUE,771,"France",4,"From Throw In",771,"France",3009,"Kylian Mbappé Lottin",23,"Center Forward",NA,NA,9,"Incomplete",3942752,NA,"109.7","49.6"
74,52,121,TRUE,771,"France",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",NA,NA,8,"Complete",3942752,NA,"68.8","2.4"
77,41,124,TRUE,771,"France",1,"Regular Play",771,"France",39420,"Bradley Barcola",21,"Left Wing",TRUE,NA,8,"Complete",3942752,NA,"57.9","2.2"
78,43,126,TRUE,772,"Spain",4,"From Throw In",772,"Spain",6765,"Rodrigo Hernández Cascante",9,"Right Defensive Midfield",NA,NA,9,"Incomplete",3942752,NA,"28.2","73"
85,17,135,TRUE,771,"France",7,"From Goal Kick",771,"France",39420,"Bradley Barcola",16,"Left Midfield",NA,NA,8,"Complete",3942752,NA,"55.6","6.7"
86,23,137,TRUE,771,"France",4,"From Throw In",771,"France",4445,"Jules Koundé",2,"Right Back",NA,NA,8,"Complete",3942752,NA,"50","73.6"
92,28,149,TRUE,772,"Spain",6,"From Counter",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",TRUE,NA,9,"Incomplete",3942752,NA,"62.7","77.9"
5,3,11,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",TRUE,NA,8,"Complete",3942226,NA,"69.2","5.2"
8,52,13,TRUE,770,"Germany",4,"From Throw In",770,"Germany",3053,"Leroy Sané",17,"Right Wing",NA,TRUE,9,"Incomplete",3942226,TRUE,"49.2","73.8"
8,56,13,TRUE,770,"Germany",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",TRUE,NA,9,"Incomplete",3942226,NA,"84.8","4.5"
12,42,17,TRUE,770,"Germany",3,"From Free Kick",770,"Germany",10287,"İlkay Gündoğan",19,"Center Attacking Midfield",NA,NA,9,"Incomplete",3942226,NA,"55.8","17.7"
14,48,21,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,8,"Complete",3942226,NA,"31.3","35.3"
15,23,21,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",NA,NA,9,"Incomplete",3942226,NA,"82.7","60.9"
29,55,43,TRUE,770,"Germany",3,"From Free Kick",770,"Germany",12034,"David Raum",6,"Left Back",NA,NA,8,"Complete",3942226,NA,"98.3","8.9"
31,54,46,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",TRUE,NA,9,"Incomplete",3942226,TRUE,"63.4","78.1"
34,43,51,TRUE,772,"Spain",8,"From Keeper",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",NA,NA,8,"Complete",3942226,NA,"39.9","26.7"
37,57,57,TRUE,772,"Spain",4,"From Throw In",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,8,"Complete",3942226,NA,"115","7.7"
44,7,66,TRUE,772,"Spain",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",NA,NA,9,"Incomplete",3942226,NA,"98.7","66.3"
49,49,81,TRUE,770,"Germany",3,"From Free Kick",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",NA,NA,9,"Incomplete",3942226,TRUE,"47","73.6"
54,48,88,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",NA,NA,8,"Complete",3942226,TRUE,"86.6","56.7"
54,52,88,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",NA,NA,8,"Complete",3942226,NA,"97.1","47.1"
59,33,96,TRUE,770,"Germany",4,"From Throw In",772,"Spain",16532,"Daniel Olmo Carvajal",13,"Right Center Midfield",NA,NA,8,"Complete",3942226,NA,"16.8","63.1"
64,25,106,TRUE,770,"Germany",1,"Regular Play",770,"Germany",39565,"Jamal Musiala",21,"Left Wing",NA,NA,9,"Incomplete",3942226,NA,"78.1","22.6"
64,37,106,TRUE,770,"Germany",1,"Regular Play",770,"Germany",40724,"Florian Wirtz",17,"Right Wing",NA,NA,8,"Complete",3942226,NA,"97.5","41.3"
68,33,114,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,9,"Incomplete",3942226,NA,"107.9","19.7"
76,27,128,TRUE,772,"Spain",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",13,"Right Center Midfield",NA,NA,9,"Incomplete",3942226,NA,"56.7","75"
77,27,130,TRUE,770,"Germany",1,"Regular Play",770,"Germany",40724,"Florian Wirtz",17,"Right Wing",TRUE,NA,9,"Incomplete",3942226,TRUE,"99.2","77.5"
77,57,130,TRUE,770,"Germany",1,"Regular Play",770,"Germany",40724,"Florian Wirtz",17,"Right Wing",NA,NA,9,"Incomplete",3942226,NA,"101.5","59.3"
79,52,132,TRUE,772,"Spain",4,"From Throw In",772,"Spain",3042,"Mikel Merino Zazón",13,"Right Center Midfield",NA,NA,8,"Complete",3942226,NA,"63.4","73"
79,56,132,TRUE,772,"Spain",4,"From Throw In",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield",NA,NA,8,"Complete",3942226,NA,"64","60.5"
90,5,148,TRUE,770,"Germany",6,"From Counter",770,"Germany",8966,"Kai Havertz",22,"Right Center Forward",NA,NA,9,"Incomplete",3942226,NA,"86.7","74.8"
91,26,153,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",NA,NA,9,"Incomplete",3942226,NA,"79.7","21.2"
92,11,164,TRUE,772,"Spain",8,"From Keeper",772,"Spain",3042,"Mikel Merino Zazón",13,"Right Center Midfield",NA,NA,9,"Incomplete",3942226,NA,"34.1","39.1"
97,9,171,TRUE,770,"Germany",1,"Regular Play",770,"Germany",5562,"Thomas Müller",24,"Left Center Forward",NA,NA,9,"Incomplete",3942226,NA,"78.1","75.9"
99,30,175,TRUE,770,"Germany",1,"Regular Play",770,"Germany",39565,"Jamal Musiala",16,"Left Midfield",NA,NA,9,"Incomplete",3942226,NA,"58.7","12.2"
100,19,176,TRUE,770,"Germany",3,"From Free Kick",770,"Germany",39565,"Jamal Musiala",16,"Left Midfield",NA,NA,8,"Complete",3942226,NA,"115.7","20.5"
111,0,193,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",16532,"Daniel Olmo Carvajal",16,"Left Midfield",NA,NA,8,"Complete",3942226,NA,"70.7","3.7"
114,1,198,TRUE,772,"Spain",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",NA,NA,9,"Incomplete",3942226,NA,"50.1","75"
114,23,198,TRUE,772,"Spain",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",16,"Left Midfield",NA,NA,8,"Complete",3942226,NA,"93.4","9.9"
118,42,205,TRUE,772,"Spain",4,"From Throw In",772,"Spain",6748,"Ferrán Torres García",12,"Right Midfield",NA,NA,9,"Incomplete",3942226,NA,"100.8","72.6"
122,31,209,TRUE,770,"Germany",1,"Regular Play",772,"Spain",16532,"Daniel Olmo Carvajal",16,"Left Midfield",NA,NA,9,"Incomplete",3942226,TRUE,"96.5","16"
1,20,4,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,8,"Complete",3941018,NA,"87.6","4.3"
1,45,4,TRUE,772,"Spain",1,"Regular Play",772,"Spain",30486,"Pedro González López",13,"Right Center Midfield",NA,NA,9,"Incomplete",3941018,NA,"103.6","54.5"
2,3,4,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield",NA,NA,9,"Incomplete",3941018,NA,"83","23.2"
5,43,10,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",NA,NA,9,"Incomplete",3941018,NA,"102.3","9.3"
6,44,11,TRUE,2138,"Georgia",7,"From Goal Kick",2138,"Georgia",25036,"Otar Kakabadze",7,"Right Wing Back",NA,NA,9,"Incomplete",3941018,NA,"103.6","75.4"
