"minute","second","possession","under_pressure","counterpress","possession_team.id","possession_team.name","play_pattern.id","play_pattern.name","team.id","team.name","player.id","player.name","position.id","position.name","duel.type.id","duel.type.name","duel.outcome.id","duel.outcome.name","match_id","location_x","location_y"
53,27,88,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",11,"Tackle",4,"Won",3942752,"14.2","12.1"
54,27,90,TRUE,TRUE,772,"Spain",1,"Regular Play",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",11,"Tackle",14,"Lost Out",3942752,"117.4","2.4"
59,10,99,TRUE,NA,772,"Spain",3,"From Free Kick",771,"France",4445,"Jules Koundé",2,"Right Back",11,"Tackle",4,"Won",3942752,"31.5","71.8"
59,24,99,TRUE,NA,772,"Spain",3,"From Free Kick",771,"France",5477,"Ousmane Dembélé",17,"Right Wing",11,"Tackle",16,"Success In Play",3942752,"52","75.3"
59,39,99,TRUE,NA,772,"Spain",3,"From Free Kick",771,"France",10481,"Aurélien Djani Tchouaméni",10,"Center Defensive Midfield",11,"Tackle",13,"Lost In Play",3942752,"78.3","22.4"
62,25,102,TRUE,NA,771,"France",2,"From Corner",772,"Spain",5202,"José Ignacio Fernández Iglesias",2,"Right Back",10,"Aerial Lost",NA,NA,3942752,"4.7","33.7"
63,49,105,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",24778,"Eduardo Camavinga",11,"Left Defensive Midfield",11,"Tackle",13,"Lost In Play",3942752,"52","60.3"
67,53,110,TRUE,TRUE,771,"France",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",13,"Lost In Play",3942752,"57.2","76.9"
68,19,110,TRUE,NA,771,"France",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",13,"Lost In Play",3942752,"26.5","28.8"
69,59,112,TRUE,NA,772,"Spain",4,"From Throw In",772,"Spain",5202,"José Ignacio Fernández Iglesias",2,"Right Back",10,"Aerial Lost",NA,NA,3942752,"67.1","74.3"
70,0,112,TRUE,NA,772,"Spain",4,"From Throw In",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",10,"Aerial Lost",NA,NA,3942752,"69.3","70.4"
70,13,114,TRUE,TRUE,772,"Spain",1,"Regular Play",771,"France",5477,"Ousmane Dembélé",17,"Right Wing",11,"Tackle",13,"Lost In Play",3942752,"105.4","50.3"
70,59,116,TRUE,TRUE,771,"France",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",14,"Lost Out",3942752,"71.1","3.5"
72,16,118,TRUE,NA,771,"France",4,"From Throw In",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",16,"Success In Play",3942752,"10.4","30.5"
72,53,119,TRUE,NA,771,"France",2,"From Corner",771,"France",8519,"Dayotchanculle Upamecano",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942752,"108","31"
72,56,119,TRUE,NA,771,"France",2,"From Corner",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",10,"Aerial Lost",NA,NA,3942752,"20.4","33.8"
76,16,122,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",6685,"Mikel Oyarzabal Ugarte",23,"Center Forward",10,"Aerial Lost",NA,NA,3942752,"64.7","26.9"
77,23,123,TRUE,NA,772,"Spain",7,"From Goal Kick",771,"France",10481,"Aurélien Djani Tchouaméni",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3942752,"41.3","70.9"
77,25,123,TRUE,NA,772,"Spain",7,"From Goal Kick",771,"France",4445,"Jules Koundé",2,"Right Back",10,"Aerial Lost",NA,NA,3942752,"28.4","68.4"
77,26,123,TRUE,NA,772,"Spain",7,"From Goal Kick",771,"France",8519,"Dayotchanculle Upamecano",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942752,"17.3","64.1"
77,29,124,TRUE,TRUE,771,"France",1,"Regular Play",771,"France",8519,"Dayotchanculle Upamecano",3,"Right Center Back",11,"Tackle",16,"Success In Play",3942752,"20.9","65.3"
78,42,126,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",6704,"Theo Bernard François Hernández",6,"Left Back",10,"Aerial Lost",NA,NA,3942752,"88.4","3.4"
78,43,126,TRUE,NA,772,"Spain",4,"From Throw In",771,"France",3604,"Olivier Giroud",22,"Right Center Forward",11,"Tackle",13,"Lost In Play",3942752,"91.9","7.1"
90,48,146,TRUE,NA,771,"France",3,"From Free Kick",772,"Spain",3042,"Mikel Merino Zazón",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3942752,"8.8","54.2"
91,42,147,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",3042,"Mikel Merino Zazón",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3942752,"75.8","61.3"
92,28,149,TRUE,NA,772,"Spain",1,"Regular Play",771,"France",17592,"William Saliba",5,"Left Center Back",11,"Tackle",14,"Lost Out",3942752,"57.4","2.2"
93,35,150,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",24921,"Martín Zubimendi Ibáñez",13,"Right Center Midfield",11,"Tackle",16,"Success In Play",3942752,"58.5","74.8"
94,11,150,TRUE,NA,772,"Spain",4,"From Throw In",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3942752,"51.5","6.5"
94,39,151,TRUE,NA,771,"France",4,"From Throw In",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3942752,"10.3","33.2"
95,16,152,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",3042,"Mikel Merino Zazón",21,"Left Wing",10,"Aerial Lost",NA,NA,3942752,"74","5.1"
0,9,2,TRUE,NA,770,"Germany",9,"From Kick Off",770,"Germany",3053,"Leroy Sané",17,"Right Wing",10,"Aerial Lost",NA,NA,3942226,"88.8","40.1"
2,52,8,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3942226,"54.1","6.3"
8,23,13,TRUE,TRUE,770,"Germany",4,"From Throw In",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"52","64.2"
8,56,13,TRUE,TRUE,770,"Germany",4,"From Throw In",770,"Germany",3493,"Emre Can",9,"Right Defensive Midfield",11,"Tackle",16,"Success In Play",3942226,"35.3","75.6"
12,42,18,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",316046,"Lamine Yamal Nasraoui Ebana",17,"Right Wing",11,"Tackle",4,"Won",3942226,"64.3","62.4"
14,46,21,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",16,"Success In Play",3942226,"32.5","45.2"
15,17,21,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",8966,"Kai Havertz",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"53.6","58.6"
15,21,21,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",10287,"İlkay Gündoğan",19,"Center Attacking Midfield",11,"Tackle",13,"Lost In Play",3942226,"40.5","34.3"
15,23,21,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",12034,"David Raum",6,"Left Back",11,"Tackle",16,"Success In Play",3942226,"37.4","19.2"
15,29,22,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",12034,"David Raum",6,"Left Back",11,"Tackle",16,"Success In Play",3942226,"30.2","2.6"
16,49,24,TRUE,NA,770,"Germany",7,"From Goal Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"84.5","26.3"
19,41,27,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",13,"Lost In Play",3942226,"30.6","41.4"
20,10,27,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"9.7","40.1"
20,58,30,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",4,"Won",3942226,"46.8","70.7"
23,33,35,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"64.9","69"
24,39,37,TRUE,NA,770,"Germany",3,"From Free Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3942226,"10.9","47.2"
28,4,41,TRUE,NA,772,"Spain",3,"From Free Kick",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3942226,"113.5","38.9"
28,5,41,TRUE,NA,772,"Spain",3,"From Free Kick",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"108.9","48.2"
32,1,47,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",13,"Lost In Play",3942226,"84.8","39.2"
36,44,54,TRUE,NA,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"73.6","56"
37,23,57,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",5574,"Toni Kroos",11,"Left Defensive Midfield",11,"Tackle",13,"Lost In Play",3942226,"55.9","23.7"
38,37,57,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",5579,"Joshua Kimmich",2,"Right Back",11,"Tackle",16,"Success In Play",3942226,"20.8","63.9"
39,52,60,TRUE,TRUE,772,"Spain",1,"Regular Play",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3942226,"64.9","8.3"
42,36,64,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",4,"Won",3942226,"70","15.3"
43,21,65,TRUE,NA,770,"Germany",4,"From Throw In",770,"Germany",8966,"Kai Havertz",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"30.2","2.8"
44,1,66,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",12034,"David Raum",6,"Left Back",10,"Aerial Lost",NA,NA,3942226,"36.2","7.5"
44,7,66,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",5574,"Toni Kroos",11,"Left Defensive Midfield",11,"Tackle",16,"Success In Play",3942226,"21.4","13.8"
46,17,75,TRUE,TRUE,772,"Spain",3,"From Free Kick",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield",10,"Aerial Lost",NA,NA,3942226,"71.2","45.7"
53,7,85,TRUE,TRUE,770,"Germany",9,"From Kick Off",770,"Germany",12034,"David Raum",6,"Left Back",11,"Tackle",16,"Success In Play",3942226,"95.2","19.4"
59,28,96,TRUE,TRUE,770,"Germany",4,"From Throw In",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back",11,"Tackle",4,"Won",3942226,"110.6","13.2"
61,8,98,TRUE,TRUE,772,"Spain",7,"From Goal Kick",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3942226,"28.2","61.1"
63,7,101,TRUE,NA,770,"Germany",2,"From Corner",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",10,"Aerial Lost",NA,NA,3942226,"8.3","33.1"
64,25,106,TRUE,TRUE,770,"Germany",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",13,"Lost In Play",3942226,"42","57.5"
66,28,111,TRUE,NA,772,"Spain",8,"From Keeper",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back",10,"Aerial Lost",NA,NA,3942226,"68.7","41"
67,22,112,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back",10,"Aerial Lost",NA,NA,3942226,"8.6","29.8"
68,33,115,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",11,"Tackle",16,"Success In Play",3942226,"12.2","60.4"
68,58,115,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3942226,"8","29.5"
71,41,119,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"9.4","40.8"
72,14,120,TRUE,NA,772,"Spain",7,"From Goal Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"53.2","14.9"
72,22,122,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3942226,"23.1","47.9"
73,44,123,TRUE,NA,772,"Spain",3,"From Free Kick",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3942226,"111","41"
76,27,128,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",8221,"Jonathan Tah",5,"Left Center Back",11,"Tackle",14,"Lost Out",3942226,"63.4","5.1"
77,57,131,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6655,"Fabián Ruiz Peña",15,"Left Center Midfield",11,"Tackle",4,"Won",3942226,"18.6","20.8"
80,2,132,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",5579,"Joshua Kimmich",2,"Right Back",11,"Tackle",16,"Success In Play",3942226,"15.5","41.3"
82,30,135,TRUE,NA,772,"Spain",7,"From Goal Kick",770,"Germany",5562,"Thomas Müller",19,"Center Attacking Midfield",10,"Aerial Lost",NA,NA,3942226,"41.6","15.6"
86,19,143,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",9195,"Robert Andrich",5,"Left Center Back",11,"Tackle",4,"Won",3942226,"35.9","54.9"
87,36,145,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3942226,"19.8","47.7"
88,20,146,TRUE,NA,770,"Germany",4,"From Throw In",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3942226,"3.8","31.9"
90,0,148,TRUE,TRUE,770,"Germany",6,"From Counter",770,"Germany",40724,"Florian Wirtz",13,"Right Center Midfield",11,"Tackle",4,"Won",3942226,"51.3","77.5"
90,5,149,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",11,"Tackle",16,"Success In Play",3942226,"33.4","5.3"
90,29,149,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",5562,"Thomas Müller",19,"Center Attacking Midfield",11,"Tackle",17,"Success Out",3942226,"12.9","11.4"
91,26,153,TRUE,TRUE,772,"Spain",1,"Regular Play",770,"Germany",8966,"Kai Havertz",22,"Right Center Forward",11,"Tackle",13,"Lost In Play",3942226,"40.4","58.9"
91,33,154,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",5574,"Toni Kroos",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3942226,"24.2","41.3"
90,24,159,TRUE,NA,772,"Spain",9,"From Kick Off",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back",10,"Aerial Lost",NA,NA,3942226,"13.5","36.9"
92,11,165,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",40724,"Florian Wirtz",12,"Right Midfield",11,"Tackle",4,"Won",3942226,"86","41"
97,9,171,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",14,"Lost Out",3942226,"42","4.2"
97,18,172,TRUE,NA,770,"Germany",4,"From Throw In",770,"Germany",5562,"Thomas Müller",24,"Left Center Forward",10,"Aerial Lost",NA,NA,3942226,"88.3","56"
99,30,175,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",11,"Tackle",13,"Lost In Play",3942226,"61.4","67.9"
102,28,177,TRUE,NA,772,"Spain",7,"From Goal Kick",770,"Germany",9195,"Robert Andrich",9,"Right Defensive Midfield",10,"Aerial Lost",NA,NA,3942226,"57.1","64.9"
105,54,182,TRUE,NA,772,"Spain",7,"From Goal Kick",770,"Germany",40724,"Florian Wirtz",12,"Right Midfield",10,"Aerial Lost",NA,NA,3942226,"47.7","57.5"
105,56,182,TRUE,NA,772,"Spain",7,"From Goal Kick",770,"Germany",5574,"Toni Kroos",11,"Left Defensive Midfield",10,"Aerial Lost",NA,NA,3942226,"41.6","43.5"
105,22,185,TRUE,TRUE,770,"Germany",1,"Regular Play",770,"Germany",5574,"Toni Kroos",11,"Left Defensive Midfield",11,"Tackle",16,"Success In Play",3942226,"56.3","18.4"
111,11,193,TRUE,NA,772,"Spain",3,"From Free Kick",770,"Germany",5574,"Toni Kroos",11,"Left Defensive Midfield",11,"Tackle",13,"Lost In Play",3942226,"23.3","45"
114,1,198,TRUE,NA,772,"Spain",1,"Regular Play",770,"Germany",5562,"Thomas Müller",24,"Left Center Forward",11,"Tackle",13,"Lost In Play",3942226,"70","5.1"
116,19,201,TRUE,NA,770,"Germany",1,"Regular Play",772,"Spain",5202,"José Ignacio Fernández Iglesias",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"11.7","36.7"
118,34,205,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",39565,"Jamal Musiala",16,"Left Midfield",10,"Aerial Lost",NA,NA,3942226,"29.8","5.5"
118,42,205,TRUE,NA,772,"Spain",4,"From Throw In",770,"Germany",12407,"Maximilian Mittelstädt",6,"Left Back",11,"Tackle",13,"Lost In Play",3942226,"19.3","7.5"
121,20,206,TRUE,NA,770,"Germany",9,"From Kick Off",770,"Germany",3167,"Antonio Rüdiger",3,"Right Center Back",10,"Aerial Lost",NA,NA,3942226,"88","23"
0,51,3,TRUE,TRUE,2138,"Georgia",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",11,"Tackle",13,"Lost In Play",3941018,"108.8","36.7"
1,45,4,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3941018,"16.5","25.6"
2,3,4,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",11335,"Otar Kiteishvili",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3941018,"37.1","56.9"
5,21,10,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",41202,"Giorgi Kochorashvili",15,"Left Center Midfield",10,"Aerial Lost",NA,NA,3941018,"9.2","47.2"
5,43,10,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",25036,"Otar Kakabadze",7,"Right Wing Back",11,"Tackle",13,"Lost In Play",3941018,"17.8","70.8"
6,44,12,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",4,"Won",3941018,"16.5","4.7"
8,16,14,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3941018,"111.6","40.3"
12,2,18,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",33234,"Georges Mikautadze",22,"Right Center Forward",10,"Aerial Lost",NA,NA,3941018,"40","20.1"
12,50,18,TRUE,NA,772,"Spain",2,"From Corner",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",10,"Aerial Lost",NA,NA,3941018,"115.6","26.9"
15,17,21,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",48178,"Luka Lochoshvili",8,"Left Wing Back",11,"Tackle",14,"Lost Out",3941018,"3.1","9.4"
15,41,22,TRUE,NA,772,"Spain",2,"From Corner",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",10,"Aerial Lost",NA,NA,3941018,"8.3","45.5"
19,7,28,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",41202,"Giorgi Kochorashvili",13,"Right Center Midfield",11,"Tackle",4,"Won",3941018,"39.6","54.6"
19,14,28,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",22128,"Robin Aime Robert Le Normand",3,"Right Center Back",11,"Tackle",4,"Won",3941018,"33.9","54.3"
19,34,28,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",11,"Tackle",13,"Lost In Play",3941018,"16.2","41.2"
20,22,29,TRUE,TRUE,2138,"Georgia",1,"Regular Play",2138,"Georgia",11335,"Otar Kiteishvili",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3941018,"24.3","22.4"
20,28,29,TRUE,NA,2138,"Georgia",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",13,"Lost In Play",3941018,"77.6","27.2"
20,42,29,TRUE,NA,2138,"Georgia",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",16,"Success In Play",3941018,"80.7","15.1"
21,55,33,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",23646,"Giorgi Chakvetadze",15,"Left Center Midfield",11,"Tackle",16,"Success In Play",3941018,"24","39.7"
22,46,33,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",11,"Tackle",16,"Success In Play",3941018,"13.9","23.5"
24,8,36,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",11,"Tackle",16,"Success In Play",3941018,"25.1","32.1"
24,24,36,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",23646,"Giorgi Chakvetadze",15,"Left Center Midfield",11,"Tackle",13,"Lost In Play",3941018,"20.9","13.6"
24,27,36,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",23646,"Giorgi Chakvetadze",15,"Left Center Midfield",11,"Tackle",14,"Lost Out",3941018,"10.4","4.8"
24,37,37,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3941018,"96.4","62.5"
26,5,38,TRUE,NA,2138,"Georgia",3,"From Free Kick",2138,"Georgia",25036,"Otar Kakabadze",7,"Right Wing Back",10,"Aerial Lost",NA,NA,3941018,"77.2","65.9"
26,35,39,TRUE,NA,772,"Spain",1,"Regular Play",772,"Spain",3477,"Álvaro Borja Morata Martín",23,"Center Forward",10,"Aerial Lost",NA,NA,3941018,"104.6","38"
27,15,41,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",6765,"Rodrigo Hernández Cascante",10,"Center Defensive Midfield",11,"Tackle",16,"Success In Play",3941018,"64.2","27.9"
28,4,44,TRUE,NA,2138,"Georgia",1,"Regular Play",772,"Spain",30486,"Pedro González López",13,"Right Center Midfield",11,"Tackle",17,"Success Out",3941018,"44.9","76.4"
29,20,48,TRUE,NA,772,"Spain",1,"Regular Play",2138,"Georgia",11335,"Otar Kiteishvili",10,"Center Defensive Midfield",11,"Tackle",4,"Won",3941018,"34.5","25.8"
32,52,56,TRUE,NA,2138,"Georgia",1,"Regular Play",772,"Spain",5721,"Daniel Carvajal Ramos",2,"Right Back",10,"Aerial Lost",NA,NA,3941018,"90","73.5"
36,59,63,TRUE,NA,2138,"Georgia",7,"From Goal Kick",2138,"Georgia",48178,"Luka Lochoshvili",8,"Left Wing Back",10,"Aerial Lost",NA,NA,3941018,"73","24.5"
41,18,66,TRUE,NA,772,"Spain",7,"From Goal Kick",2138,"Georgia",25036,"Otar Kakabadze",7,"Right Wing Back",11,"Tackle",13,"Lost In Play",3941018,"14.6","68.5"
44,10,72,TRUE,TRUE,2138,"Georgia",3,"From Free Kick",2138,"Georgia",7655,"Lasha Dvali",5,"Left Center Back",10,"Aerial Lost",NA,NA,3941018,"37.9","17.6"
46,37,81,TRUE,TRUE,772,"Spain",4,"From Throw In",772,"Spain",4353,"Aymeric Laporte",5,"Left Center Back",11,"Tackle",4,"Won",3941018,"32.2","24.3"
53,56,90,TRUE,TRUE,772,"Spain",1,"Regular Play",772,"Spain",68574,"Nicholas Williams Arthuer",21,"Left Wing",11,"Tackle",16,"Success In Play",3941018,"95.3","26.7"
55,7,91,TRUE,NA,2138,"Georgia",7,"From Goal Kick",772,"Spain",17620,"Marc Cucurella Saseta",6,"Left Back",10,"Aerial Lost",NA,NA,3941018,"60.4","7.6"
